_id,Station ID,Station Name,Direction,MTO Region,Highway or Road,Location Description,Day of Week Number,Hour,Single,Multi,Auto,total_trucks,Total vehicles
455,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",5,22,10,216,180,226,406
456,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",5,23,9,187,134,196,329
457,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,0,4,158,89,162,251
458,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,1,7,163,50,170,220
459,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,2,5,121,33,126,159
460,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,3,5,84,30,89,119
461,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,4,7,66,31,73,104
462,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,5,5,68,67,73,140
463,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,6,12,92,183,104,287
464,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,7,18,105,418,123,541
465,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,8,15,114,495,130,625
466,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,9,23,121,630,144,774
467,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,10,20,133,789,153,942
468,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,11,21,140,919,161,1080
469,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,12,25,155,870,180,1050
470,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,13,29,155,855,184,1038
471,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,14,28,175,888,202,1091
472,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,15,30,186,991,216,1207
473,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,16,24,197,1055,221,1276
474,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,17,15,174,1074,189,1263
475,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,18,18,155,958,173,1132
476,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,19,12,145,828,158,986
477,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,20,14,142,575,155,731
478,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,21,10,134,403,145,548
479,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,22,7,148,270,155,425
480,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",6,23,9,125,172,134,306
481,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,0,5,98,117,104,221
482,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,1,5,103,68,109,177
483,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,2,3,70,53,73,126
484,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,3,4,62,37,65,102
485,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,4,4,47,48,51,99
486,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,5,3,42,73,45,118
487,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,6,7,51,168,57,226
488,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,7,8,54,319,62,381
489,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,8,10,60,493,70,563
490,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,9,11,67,674,78,753
491,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,10,12,71,755,83,838
492,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,11,11,74,815,85,900
493,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,12,10,69,724,79,803
494,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,13,15,73,671,88,759
495,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,14,15,72,632,87,719
496,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,15,14,73,615,87,702
497,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,16,12,73,598,85,683
498,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,17,10,71,548,81,629
499,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,18,9,65,491,74,565
500,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,19,9,56,420,64,484
501,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,20,10,62,342,71,413
502,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,21,5,47,266,53,318
503,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,22,5,39,213,44,257
504,ON0018,Gananoque (West/Ouest:  Prescott - Kingston),West,Eastern,Hwy 401,"On Highway 401, between Reynolds Rd (Leeds-Grenville Rd 3 - Exit 659) & Leeds-Grenville Rd 2 - Exit 648, 8.5 km west of Hwy 137 (Km Marker 652.7)",7,23,4,36,158,41,199
505,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,0,8,20,1056,28,1084
506,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,1,8,18,786,25,811
507,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,2,11,12,563,23,586
508,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,3,8,14,437,22,459
509,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,4,5,13,345,17,362
510,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,5,8,17,401,25,425
511,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,6,12,20,514,32,546
512,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,7,11,23,607,34,641
513,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,8,16,25,910,40,950
514,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,9,18,30,1459,48,1507
515,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,10,23,36,2035,59,2093
516,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,11,22,32,2660,54,2714
517,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,12,25,36,2908,61,2968
518,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,13,24,38,2900,63,2963
519,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,14,26,36,2986,63,3048
520,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,15,23,37,3122,60,3182
521,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,16,25,35,3218,59,3277
522,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,17,22,37,3198,59,3257
523,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,18,23,43,2969,66,3035
524,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,19,16,38,2763,54,2817
525,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,20,18,42,2451,60,2511
526,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,21,15,40,1815,55,1869
527,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,22,12,41,1222,53,1275
528,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",1,23,9,39,764,48,811
529,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,0,10,33,433,43,476
530,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,1,7,36,278,43,321
531,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,2,8,34,213,42,255
532,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,3,12,45,206,57,264
533,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,4,29,76,415,105,519
534,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,5,54,123,1397,177,1575
535,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,6,64,127,2743,191,2934
536,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,7,78,135,3409,213,3622
537,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,8,80,180,2688,260,2948
538,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,9,91,204,1821,295,2116
539,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,10,92,218,1614,310,1924
540,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,11,92,233,1603,325,1928
541,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,12,100,226,1656,326,1982
542,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,13,98,231,1720,329,2049
543,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,14,105,219,1882,324,2205
544,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,15,95,194,1874,289,2164
545,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,16,76,176,2185,252,2437
546,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,17,65,157,2236,222,2458
547,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,18,47,153,1628,200,1828
548,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,19,33,148,1180,181,1361
549,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,20,25,140,981,165,1146
550,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,21,20,131,905,151,1056
551,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,22,21,139,728,159,887
552,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",2,23,13,125,482,139,620
553,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",3,0,14,104,456,118,574
554,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",3,1,15,90,234,106,340
555,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",3,2,19,79,161,98,259
556,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",3,3,20,80,166,101,267
557,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",3,4,28,109,346,137,483
558,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",3,5,66,160,1366,226,1592
559,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",3,6,72,161,2676,233,2909
560,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",3,7,86,168,3335,254,3589
561,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",3,8,88,212,2711,300,3011
562,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",3,9,98,258,1828,355,2183
563,ON0019,Vineland (West/Ouest:  St. Catharines - Hamilton),West,Central,QEW,"On QEW, between Victoria Ave (Exit 57) & Ontario St (Exit 64) about 1.9 km west of Victoria Ave",3,10,91,283,1555,374,1928
